wage,lnwage,educ,exper,lnexper,lneduc,male
13.771862,2.6226275,5,33,3.5263605,1.6094379,0
16.749561,2.818372,5,23,3.1780539,1.6094379,0
15.303356,2.7280722,5,13,2.6390574,1.6094379,0
10.450652,2.3466644,5,22,3.1354942,1.6094379,1
10.219711,2.3243184,5,4,1.6094379,1.6094379,0
8.2342262,2.1082995,5,2,1.0986123,1.6094379,0
9.3899059,2.2396352,5,25,3.2580965,1.6094379,1
9.155158,2.2143176,5,2,1.0986123,1.6094379,0
17.552864,2.8652172,5,22,3.1354942,1.6094379,1
12.324252,2.511569,5,18,2.9444389,1.6094379,1
9.8191586,2.2843354,5,5,1.7917595,1.6094379,0
11.267887,2.4219568,5,24,3.2188759,1.6094379,0
16.901831,2.8274219,5,9,2.3025851,1.6094379,0
24.03816,3.1796427,5,26,3.2958369,1.6094379,0
8.4509153,2.1342747,5,3,1.3862944,1.6094379,0
29.108709,3.3710375,5,30,3.4339871,1.6094379,1
9.6370087,2.2656107,5,5,1.7917595,1.6094379,0
11.119626,2.4087117,5,1,.69314718,1.6094379,1
5.4533758,1.6962348,5,14,2.7080503,1.6094379,0
11.085488,2.4056368,5,19,2.9957323,1.6094379,0
15.649843,2.7504609,5,15,2.7725887,1.6094379,0
15.02385,2.7096391,5,24,3.2188759,1.6094379,1
